speech_id,year,sense,count,n
950109525,1977,ship,0,10
950109525,1977,observe,10,10
950109525,1977,newspaper,0,10
950109539,1977,ship,0,10
950109539,1977,observe,10,10
950109539,1977,newspaper,0,10
950109545,1977,ship,0,9
950109545,1977,observe,0,9
950109545,1977,newspaper,9,9
950109979,1977,ship,0,10
950109979,1977,observe,10,10
950109979,1977,newspaper,0,10
950111013,1977,ship,0,10
950111013,1977,observe,9,10
950111013,1977,newspaper,1,10
950111532,1977,ship,0,10
950111532,1977,observe,9,10
950111532,1977,newspaper,1,10
950112450,1977,ship,0,9
950112450,1977,observe,9,9
950112450,1977,newspaper,0,9
950112816,1977,ship,8,19
950112816,1977,observe,10,19
950112816,1977,newspaper,1,19
950112920,1977,ship,0,10
950112920,1977,observe,10,10
950112920,1977,newspaper,0,10
950114836,1977,ship,0,18
950114836,1977,observe,16,18
950114836,1977,newspaper,2,18
950115683,1977,ship,0,10
950115683,1977,observe,10,10
950115683,1977,newspaper,0,10
950116344,1977,ship,0,9
950116344,1977,observe,9,9
950116344,1977,newspaper,0,9
950116406,1977,ship,0,9
950116406,1977,observe,8,9
950116406,1977,newspaper,1,9
950117882,1977,ship,9,10
950117882,1977,observe,0,10
950117882,1977,newspaper,1,10
950118488,1977,ship,0,9
950118488,1977,observe,8,9
950118488,1977,newspaper,1,9
950120885,1977,ship,0,10
950120885,1977,observe,10,10
950120885,1977,newspaper,0,10
950122117,1977,ship,2,9
950122117,1977,observe,0,9
950122117,1977,newspaper,7,9
950123785,1977,ship,0,9
950123785,1977,observe,8,9
950123785,1977,newspaper,1,9
950123930,1977,ship,0,9
950123930,1977,observe,8,9
950123930,1977,newspaper,1,9
950125006,1977,ship,0,10
950125006,1977,observe,10,10
950125006,1977,newspaper,0,10
950125377,1977,ship,0,18
950125377,1977,observe,0,18
950125377,1977,newspaper,18,18
950125380,1977,ship,0,9
950125380,1977,observe,9,9
950125380,1977,newspaper,0,9
950125572,1977,ship,1,18
950125572,1977,observe,15,18
950125572,1977,newspaper,2,18
950126434,1977,ship,0,9
950126434,1977,observe,8,9
950126434,1977,newspaper,1,9
950129225,1977,ship,0,9
950129225,1977,observe,8,9
950129225,1977,newspaper,1,9
950129230,1977,ship,0,9
950129230,1977,observe,8,9
950129230,1977,newspaper,1,9
950129231,1977,ship,0,9
950129231,1977,observe,8,9
950129231,1977,newspaper,1,9
950130334,1977,ship,0,10
950130334,1977,observe,9,10
950130334,1977,newspaper,1,10
950130599,1977,ship,2,9
950130599,1977,observe,0,9
950130599,1977,newspaper,7,9
950130795,1977,ship,0,9
950130795,1977,observe,0,9
950130795,1977,newspaper,9,9
950130949,1977,ship,0,10
950130949,1977,observe,9,10
950130949,1977,newspaper,1,10
950130980,1977,ship,0,9
950130980,1977,observe,8,9
950130980,1977,newspaper,1,9
950131909,1977,ship,0,10
950131909,1977,observe,10,10
950131909,1977,newspaper,0,10
950131916,1977,ship,0,9
950131916,1977,observe,8,9
950131916,1977,newspaper,1,9
950132245,1977,ship,0,10
950132245,1977,observe,10,10
950132245,1977,newspaper,0,10
950132247,1977,ship,1,9
950132247,1977,observe,0,9
950132247,1977,newspaper,8,9
950132251,1977,ship,0,9
950132251,1977,observe,7,9
950132251,1977,newspaper,0,9
950132861,1977,ship,0,19
950132861,1977,observe,18,19
950132861,1977,newspaper,1,19
950132869,1977,ship,0,9
950132869,1977,observe,7,9
950132869,1977,newspaper,2,9
950132889,1977,ship,0,19
950132889,1977,observe,19,19
950132889,1977,newspaper,0,19
950132923,1977,ship,0,9
950132923,1977,observe,9,9
950132923,1977,newspaper,0,9
950133263,1977,ship,0,9
950133263,1977,observe,0,9
950133263,1977,newspaper,9,9
950134219,1977,ship,0,19
950134219,1977,observe,19,19
950134219,1977,newspaper,0,19
950134319,1977,ship,0,20
950134319,1977,observe,19,20
950134319,1977,newspaper,1,20
950134326,1977,ship,1,9
950134326,1977,observe,0,9
950134326,1977,newspaper,8,9
950135579,1977,ship,2,28
950135579,1977,observe,0,28
950135579,1977,newspaper,26,28
950136914,1977,ship,0,9
950136914,1977,observe,8,9
950136914,1977,newspaper,1,9
950139884,1977,ship,0,9
950139884,1977,observe,8,9
950139884,1977,newspaper,1,9
950141382,1977,ship,0,10
950141382,1977,observe,10,10
950141382,1977,newspaper,0,10
950142771,1977,ship,0,10
950142771,1977,observe,10,10
950142771,1977,newspaper,0,10
950144218,1977,ship,0,9
950144218,1977,observe,9,9
950144218,1977,newspaper,0,9
950144857,1977,ship,0,9
950144857,1977,observe,8,9
950144857,1977,newspaper,0,9
950145370,1977,ship,2,9
950145370,1977,observe,0,9
950145370,1977,newspaper,7,9
950145466,1977,ship,0,10
950145466,1977,observe,10,10
950145466,1977,newspaper,0,10
950145568,1977,ship,0,9
950145568,1977,observe,9,9
950145568,1977,newspaper,0,9
950146634,1977,ship,0,9
950146634,1977,observe,8,9
950146634,1977,newspaper,1,9
950146635,1977,ship,0,20
950146635,1977,observe,20,20
950146635,1977,newspaper,0,20
950146674,1977,ship,1,9
950146674,1977,observe,6,9
950146674,1977,newspaper,2,9
950147026,1977,ship,0,10
950147026,1977,observe,0,10
950147026,1977,newspaper,10,10
950147470,1977,ship,0,18
950147470,1977,observe,0,18
950147470,1977,newspaper,18,18
950151230,1977,ship,3,9
950151230,1977,observe,0,9
950151230,1977,newspaper,6,9
950154894,1977,ship,0,9
950154894,1977,observe,9,9
950154894,1977,newspaper,0,9
950157266,1977,ship,0,9
950157266,1977,observe,9,9
950157266,1977,newspaper,0,9
950157271,1977,ship,0,9
950157271,1977,observe,8,9
950157271,1977,newspaper,1,9
950157281,1977,ship,0,9
950157281,1977,observe,8,9
950157281,1977,newspaper,1,9
950157287,1977,ship,0,9
950157287,1977,observe,8,9
950157287,1977,newspaper,1,9
950157290,1977,ship,0,19
950157290,1977,observe,13,19
950157290,1977,newspaper,2,19
950157307,1977,ship,0,9
950157307,1977,observe,9,9
950157307,1977,newspaper,0,9
950159212,1977,ship,0,9
950159212,1977,observe,8,9
950159212,1977,newspaper,0,9
950160768,1977,ship,0,9
950160768,1977,observe,9,9
950160768,1977,newspaper,0,9
950160769,1977,ship,0,10
950160769,1977,observe,10,10
950160769,1977,newspaper,0,10
950160798,1977,ship,0,9
950160798,1977,observe,9,9
950160798,1977,newspaper,0,9
950160836,1977,ship,0,10
950160836,1977,observe,10,10
950160836,1977,newspaper,0,10
950160842,1977,ship,0,10
950160842,1977,observe,10,10
950160842,1977,newspaper,0,10
950160844,1977,ship,0,10
950160844,1977,observe,10,10
950160844,1977,newspaper,0,10
950160911,1977,ship,0,10
950160911,1977,observe,9,10
950160911,1977,newspaper,1,10
950161014,1977,ship,1,20
950161014,1977,observe,17,20
950161014,1977,newspaper,2,20
950162558,1977,ship,11,18
950162558,1977,observe,2,18
950162558,1977,newspaper,4,18
950163165,1977,ship,0,10
950163165,1977,observe,10,10
950163165,1977,newspaper,0,10
950166470,1977,ship,1,10
950166470,1977,observe,9,10
950166470,1977,newspaper,0,10
950167289,1977,ship,0,10
950167289,1977,observe,10,10
950167289,1977,newspaper,0,10
950168834,1977,ship,0,9
950168834,1977,observe,8,9
950168834,1977,newspaper,0,9
950169779,1977,ship,0,10
950169779,1977,observe,10,10
950169779,1977,newspaper,0,10
950170354,1977,ship,0,29
950170354,1977,observe,29,29
950170354,1977,newspaper,0,29
950170384,1977,ship,0,9
950170384,1977,observe,8,9
950170384,1977,newspaper,1,9
950170388,1977,ship,0,9
950170388,1977,observe,9,9
950170388,1977,newspaper,0,9
950170755,1977,ship,4,10
950170755,1977,observe,1,10
950170755,1977,newspaper,1,10
950171638,1977,ship,0,10
950171638,1977,observe,10,10
950171638,1977,newspaper,0,10
950172117,1977,ship,0,9
950172117,1977,observe,7,9
950172117,1977,newspaper,2,9
950172916,1977,ship,0,10
950172916,1977,observe,8,10
950172916,1977,newspaper,2,10
950172920,1977,ship,0,10
950172920,1977,observe,10,10
950172920,1977,newspaper,0,10
950174289,1977,ship,0,9
950174289,1977,observe,0,9
950174289,1977,newspaper,9,9
950174756,1977,ship,0,9
950174756,1977,observe,9,9
950174756,1977,newspaper,0,9
950175119,1977,ship,0,9
950175119,1977,observe,0,9
950175119,1977,newspaper,9,9
950176155,1977,ship,0,9
950176155,1977,observe,9,9
950176155,1977,newspaper,0,9
950176614,1977,ship,1,10
950176614,1977,observe,8,10
950176614,1977,newspaper,1,10
950176778,1977,ship,0,9
950176778,1977,observe,0,9
950176778,1977,newspaper,9,9
950177191,1977,ship,0,9
950177191,1977,observe,9,9
950177191,1977,newspaper,0,9
950177676,1977,ship,0,10
950177676,1977,observe,10,10
950177676,1977,newspaper,0,10
950178735,1977,ship,0,9
950178735,1977,observe,8,9
950178735,1977,newspaper,1,9
950178740,1977,ship,0,10
950178740,1977,observe,10,10
950178740,1977,newspaper,0,10
950178750,1977,ship,0,10
950178750,1977,observe,10,10
950178750,1977,newspaper,0,10
950179636,1977,ship,0,9
950179636,1977,observe,8,9
950179636,1977,newspaper,1,9
950179971,1977,ship,0,9
950179971,1977,observe,0,9
950179971,1977,newspaper,9,9
950180967,1977,ship,0,18
950180967,1977,observe,16,18
950180967,1977,newspaper,2,18
950182206,1977,ship,0,10
950182206,1977,observe,10,10
950182206,1977,newspaper,0,10
950182428,1977,ship,0,9
950182428,1977,observe,9,9
950182428,1977,newspaper,0,9
950182445,1977,ship,0,10
950182445,1977,observe,9,10
950182445,1977,newspaper,1,10
950184262,1977,ship,0,9
950184262,1977,observe,9,9
950184262,1977,newspaper,0,9
950185553,1977,ship,0,9
950185553,1977,observe,7,9
950185553,1977,newspaper,2,9
950185747,1977,ship,0,10
950185747,1977,observe,7,10
950185747,1977,newspaper,3,10
950185765,1977,ship,0,20
950185765,1977,observe,20,20
950185765,1977,newspaper,0,20
950187248,1977,ship,3,9
950187248,1977,observe,6,9
950187248,1977,newspaper,0,9
950187892,1977,ship,0,10
950187892,1977,observe,9,10
950187892,1977,newspaper,1,10
950187937,1977,ship,0,9
950187937,1977,observe,9,9
950187937,1977,newspaper,0,9
950190902,1977,ship,0,10
950190902,1977,observe,9,10
950190902,1977,newspaper,1,10
950191935,1977,ship,0,9
950191935,1977,observe,8,9
950191935,1977,newspaper,1,9
950191936,1977,ship,9,10
950191936,1977,observe,0,10
950191936,1977,newspaper,0,10
950192754,1977,ship,0,9
950192754,1977,observe,8,9
950192754,1977,newspaper,1,9
950193860,1977,ship,0,9
950193860,1977,observe,9,9
950193860,1977,newspaper,0,9
950194237,1977,ship,1,9
950194237,1977,observe,0,9
950194237,1977,newspaper,8,9
950195764,1977,ship,0,9
950195764,1977,observe,8,9
950195764,1977,newspaper,1,9
950196454,1977,ship,1,10
950196454,1977,observe,9,10
950196454,1977,newspaper,0,10
950196473,1977,ship,0,9
950196473,1977,observe,0,9
950196473,1977,newspaper,9,9
950196869,1977,ship,0,10
950196869,1977,observe,9,10
950196869,1977,newspaper,1,10
950197227,1977,ship,0,9
950197227,1977,observe,8,9
950197227,1977,newspaper,1,9
950197329,1977,ship,1,19
950197329,1977,observe,10,19
950197329,1977,newspaper,8,19
950197392,1977,ship,0,18
950197392,1977,observe,0,18
950197392,1977,newspaper,18,18
950198662,1977,ship,0,18
950198662,1977,observe,1,18
950198662,1977,newspaper,17,18
950198876,1977,ship,0,9
950198876,1977,observe,8,9
950198876,1977,newspaper,1,9
950199235,1977,ship,0,9
950199235,1977,observe,8,9
950199235,1977,newspaper,1,9
950199901,1977,ship,0,27
950199901,1977,observe,25,27
950199901,1977,newspaper,2,27
950200014,1977,ship,0,9
950200014,1977,observe,0,9
950200014,1977,newspaper,9,9
950200678,1978,ship,1,10
950200678,1978,observe,9,10
950200678,1978,newspaper,0,10
950202251,1978,ship,0,10
950202251,1978,observe,9,10
950202251,1978,newspaper,1,10
950202631,1978,ship,5,10
950202631,1978,observe,1,10
950202631,1978,newspaper,1,10
950202943,1978,ship,0,10
950202943,1978,observe,9,10
950202943,1978,newspaper,0,10
950203607,1978,ship,0,10
950203607,1978,observe,10,10
950203607,1978,newspaper,0,10
950203887,1978,ship,0,10
950203887,1978,observe,0,10
950203887,1978,newspaper,10,10
950206067,1978,ship,2,18
950206067,1978,observe,0,18
950206067,1978,newspaper,16,18
950206806,1978,ship,9,10
950206806,1978,observe,0,10
950206806,1978,newspaper,0,10
950208769,1978,ship,0,10
950208769,1978,observe,9,10
950208769,1978,newspaper,1,10
950208943,1978,ship,0,19
950208943,1978,observe,17,19
950208943,1978,newspaper,2,19
950208955,1978,ship,0,9
950208955,1978,observe,9,9
950208955,1978,newspaper,0,9
950208967,1978,ship,0,9
950208967,1978,observe,9,9
950208967,1978,newspaper,0,9
950209124,1978,ship,0,10
950209124,1978,observe,10,10
950209124,1978,newspaper,0,10
950209126,1978,ship,0,10
950209126,1978,observe,10,10
950209126,1978,newspaper,0,10
950209220,1978,ship,0,10
950209220,1978,observe,9,10
950209220,1978,newspaper,1,10
950209947,1978,ship,0,9
950209947,1978,observe,9,9
950209947,1978,newspaper,0,9
950210301,1978,ship,0,10
950210301,1978,observe,10,10
950210301,1978,newspaper,0,10
950210844,1978,ship,1,5
950210844,1978,observe,1,5
950210844,1978,newspaper,0,5
950211220,1978,ship,0,10
950211220,1978,observe,10,10
950211220,1978,newspaper,0,10
950211226,1978,ship,0,10
950211226,1978,observe,9,10
950211226,1978,newspaper,1,10
950211247,1978,ship,0,18
950211247,1978,observe,16,18
950211247,1978,newspaper,2,18
950212364,1978,ship,0,10
950212364,1978,observe,8,10
950212364,1978,newspaper,2,10
950212366,1978,ship,3,18
950212366,1978,observe,0,18
950212366,1978,newspaper,15,18
950214155,1978,ship,0,9
950214155,1978,observe,7,9
950214155,1978,newspaper,2,9
950215572,1978,ship,0,9
950215572,1978,observe,9,9
950215572,1978,newspaper,0,9
950216166,1978,ship,0,9
950216166,1978,observe,9,9
950216166,1978,newspaper,0,9
950216167,1978,ship,0,10
950216167,1978,observe,10,10
950216167,1978,newspaper,0,10
950217488,1978,ship,3,18
950217488,1978,observe,0,18
950217488,1978,newspaper,15,18
950218969,1978,ship,0,9
950218969,1978,observe,9,9
950218969,1978,newspaper,0,9
950219869,1978,ship,0,10
950219869,1978,observe,9,10
950219869,1978,newspaper,1,10
950219878,1978,ship,0,10
950219878,1978,observe,9,10
950219878,1978,newspaper,0,10
950220462,1978,ship,0,10
950220462,1978,observe,10,10
950220462,1978,newspaper,0,10
950222079,1978,ship,1,10
950222079,1978,observe,9,10
950222079,1978,newspaper,0,10
950223494,1978,ship,0,9
950223494,1978,observe,8,9
950223494,1978,newspaper,1,9
950223501,1978,ship,0,9
950223501,1978,observe,9,9
950223501,1978,newspaper,0,9
950224582,1978,ship,0,9
950224582,1978,observe,1,9
950224582,1978,newspaper,8,9
950224616,1978,ship,0,9
950224616,1978,observe,8,9
950224616,1978,newspaper,1,9
950225377,1978,ship,2,9
950225377,1978,observe,0,9
950225377,1978,newspaper,7,9
950225379,1978,ship,0,9
950225379,1978,observe,1,9
950225379,1978,newspaper,8,9
950227635,1978,ship,0,9
950227635,1978,observe,0,9
950227635,1978,newspaper,9,9
950228178,1978,ship,0,10
950228178,1978,observe,10,10
950228178,1978,newspaper,0,10
950228598,1978,ship,0,9
950228598,1978,observe,0,9
950228598,1978,newspaper,9,9
950228623,1978,ship,7,9
950228623,1978,observe,1,9
950228623,1978,newspaper,0,9
950228740,1978,ship,0,10
950228740,1978,observe,10,10
950228740,1978,newspaper,0,10
950230142,1978,ship,0,9
950230142,1978,observe,9,9
950230142,1978,newspaper,0,9
950230189,1978,ship,0,9
950230189,1978,observe,9,9
950230189,1978,newspaper,0,9
950230305,1978,ship,0,9
950230305,1978,observe,9,9
950230305,1978,newspaper,0,9
950230709,1978,ship,0,10
950230709,1978,observe,10,10
950230709,1978,newspaper,0,10
950230730,1978,ship,0,9
950230730,1978,observe,9,9
950230730,1978,newspaper,0,9
950232062,1978,ship,0,9
950232062,1978,observe,0,9
950232062,1978,newspaper,9,9
950233758,1978,ship,0,10
950233758,1978,observe,10,10
950233758,1978,newspaper,0,10
950233778,1978,ship,0,10
950233778,1978,observe,9,10
950233778,1978,newspaper,1,10
950233805,1978,ship,0,10
950233805,1978,observe,10,10
950233805,1978,newspaper,0,10
950233806,1978,ship,0,9
950233806,1978,observe,8,9
950233806,1978,newspaper,1,9
950233817,1978,ship,0,10
950233817,1978,observe,10,10
950233817,1978,newspaper,0,10
950233818,1978,ship,0,9
950233818,1978,observe,9,9
950233818,1978,newspaper,0,9
950233835,1978,ship,0,9
950233835,1978,observe,9,9
950233835,1978,newspaper,0,9
950234006,1978,ship,0,10
950234006,1978,observe,10,10
950234006,1978,newspaper,0,10
950236542,1978,ship,0,10
950236542,1978,observe,9,10
950236542,1978,newspaper,0,10
950236907,1978,ship,0,9
950236907,1978,observe,9,9
950236907,1978,newspaper,0,9
950237418,1978,ship,0,10
950237418,1978,observe,10,10
950237418,1978,newspaper,0,10
950238176,1978,ship,0,18
950238176,1978,observe,0,18
950238176,1978,newspaper,18,18
950238724,1978,ship,0,10
950238724,1978,observe,10,10
950238724,1978,newspaper,0,10
950240329,1978,ship,0,10
950240329,1978,observe,10,10
950240329,1978,newspaper,0,10
950241210,1978,ship,0,10
950241210,1978,observe,9,10
950241210,1978,newspaper,1,10
950241786,1978,ship,0,9
950241786,1978,observe,8,9
950241786,1978,newspaper,1,9
950241826,1978,ship,0,10
950241826,1978,observe,10,10
950241826,1978,newspaper,0,10
950242598,1978,ship,0,10
950242598,1978,observe,9,10
950242598,1978,newspaper,1,10
950242621,1978,ship,0,9
950242621,1978,observe,0,9
950242621,1978,newspaper,9,9
950244640,1978,ship,0,10
950244640,1978,observe,10,10
950244640,1978,newspaper,0,10
950244740,1978,ship,0,9
950244740,1978,observe,9,9
950244740,1978,newspaper,0,9
950244848,1978,ship,0,28
950244848,1978,observe,26,28
950244848,1978,newspaper,1,28
950246718,1978,ship,0,10
950246718,1978,observe,10,10
950246718,1978,newspaper,0,10
950246756,1978,ship,0,9
950246756,1978,observe,1,9
950246756,1978,newspaper,8,9
950247416,1978,ship,0,10
950247416,1978,observe,0,10
950247416,1978,newspaper,10,10
950248231,1978,ship,0,19
950248231,1978,observe,0,19
950248231,1978,newspaper,19,19
950248634,1978,ship,0,10
950248634,1978,observe,10,10
950248634,1978,newspaper,0,10
950250035,1978,ship,0,10
950250035,1978,observe,10,10
950250035,1978,newspaper,0,10
950250047,1978,ship,0,18
950250047,1978,observe,17,18
950250047,1978,newspaper,1,18
950250062,1978,ship,0,9
950250062,1978,observe,0,9
950250062,1978,newspaper,9,9
950251095,1978,ship,0,18
950251095,1978,observe,16,18
950251095,1978,newspaper,2,18
950252843,1978,ship,0,9
950252843,1978,observe,8,9
950252843,1978,newspaper,1,9
950252844,1978,ship,1,19
950252844,1978,observe,17,19
950252844,1978,newspaper,1,19
950252863,1978,ship,0,10
950252863,1978,observe,10,10
950252863,1978,newspaper,0,10
950253348,1978,ship,1,9
950253348,1978,observe,8,9
950253348,1978,newspaper,0,9
950253960,1978,ship,2,9
950253960,1978,observe,0,9
950253960,1978,newspaper,7,9
950254418,1978,ship,0,10
950254418,1978,observe,10,10
950254418,1978,newspaper,0,10
950254616,1978,ship,0,10
950254616,1978,observe,10,10
950254616,1978,newspaper,0,10
950254686,1978,ship,0,9
950254686,1978,observe,8,9
950254686,1978,newspaper,1,9
950254798,1978,ship,0,9
950254798,1978,observe,9,9
950254798,1978,newspaper,0,9
950255481,1978,ship,0,9
950255481,1978,observe,0,9
950255481,1978,newspaper,9,9
950255833,1978,ship,3,10
950255833,1978,observe,4,10
950255833,1978,newspaper,2,10
950256288,1978,ship,0,10
950256288,1978,observe,10,10
950256288,1978,newspaper,0,10
950256340,1978,ship,0,9
950256340,1978,observe,9,9
950256340,1978,newspaper,0,9
950256944,1978,ship,0,10
950256944,1978,observe,9,10
950256944,1978,newspaper,1,10
950257057,1978,ship,0,10
950257057,1978,observe,9,10
950257057,1978,newspaper,1,10
950257515,1978,ship,0,9
950257515,1978,observe,7,9
950257515,1978,newspaper,2,9
950257556,1978,ship,7,9
950257556,1978,observe,2,9
950257556,1978,newspaper,0,9
950258208,1978,ship,0,10
950258208,1978,observe,10,10
950258208,1978,newspaper,0,10
950258290,1978,ship,0,10
950258290,1978,observe,10,10
950258290,1978,newspaper,0,10
950258664,1978,ship,1,10
950258664,1978,observe,8,10
950258664,1978,newspaper,1,10
950258792,1978,ship,0,10
950258792,1978,observe,10,10
950258792,1978,newspaper,0,10
950259659,1978,ship,0,9
950259659,1978,observe,7,9
950259659,1978,newspaper,2,9
950259907,1978,ship,0,10
950259907,1978,observe,10,10
950259907,1978,newspaper,0,10
950261082,1978,ship,0,10
950261082,1978,observe,10,10
950261082,1978,newspaper,0,10
950261152,1978,ship,1,20
950261152,1978,observe,0,20
950261152,1978,newspaper,18,20
950261634,1978,ship,0,9
950261634,1978,observe,8,9
950261634,1978,newspaper,1,9
950261766,1978,ship,0,10
950261766,1978,observe,10,10
950261766,1978,newspaper,0,10
950262645,1978,ship,0,9
950262645,1978,observe,7,9
950262645,1978,newspaper,2,9
950262686,1978,ship,0,10
950262686,1978,observe,4,10
950262686,1978,newspaper,5,10
950263124,1978,ship,0,9
950263124,1978,observe,1,9
950263124,1978,newspaper,8,9
950263125,1978,ship,0,19
950263125,1978,observe,1,19
950263125,1978,newspaper,18,19
950263428,1978,ship,0,9
950263428,1978,observe,8,9
950263428,1978,newspaper,1,9
950264024,1978,ship,0,10
950264024,1978,observe,10,10
950264024,1978,newspaper,0,10
950264037,1978,ship,0,30
950264037,1978,observe,5,30
950264037,1978,newspaper,24,30
950264413,1978,ship,0,9
950264413,1978,observe,8,9
950264413,1978,newspaper,1,9
950265268,1978,ship,0,9
950265268,1978,observe,8,9
950265268,1978,newspaper,1,9
950265797,1978,ship,0,9
950265797,1978,observe,7,9
950265797,1978,newspaper,2,9
950266530,1978,ship,0,9
950266530,1978,observe,9,9
950266530,1978,newspaper,0,9
950267234,1978,ship,0,9
950267234,1978,observe,0,9
950267234,1978,newspaper,9,9
950267390,1978,ship,0,10
950267390,1978,observe,9,10
950267390,1978,newspaper,1,10
950267563,1978,ship,0,9
950267563,1978,observe,8,9
950267563,1978,newspaper,1,9
950267564,1978,ship,0,10
950267564,1978,observe,0,10
950267564,1978,newspaper,9,10
950267577,1978,ship,0,9
950267577,1978,observe,7,9
950267577,1978,newspaper,2,9
950268005,1978,ship,0,10
950268005,1978,observe,10,10
950268005,1978,newspaper,0,10
950268359,1978,ship,0,19
950268359,1978,observe,9,19
950268359,1978,newspaper,10,19
950269671,1978,ship,0,9
950269671,1978,observe,7,9
950269671,1978,newspaper,2,9
950270471,1978,ship,0,10
950270471,1978,observe,9,10
950270471,1978,newspaper,1,10
950270474,1978,ship,0,10
950270474,1978,observe,10,10
950270474,1978,newspaper,0,10
950270484,1978,ship,2,29
950270484,1978,observe,7,29
950270484,1978,newspaper,20,29
950270491,1978,ship,0,10
950270491,1978,observe,10,10
950270491,1978,newspaper,0,10
950271238,1978,ship,0,30
950271238,1978,observe,2,30
950271238,1978,newspaper,27,30
950271244,1978,ship,1,10
950271244,1978,observe,2,10
950271244,1978,newspaper,0,10
950271410,1978,ship,0,10
950271410,1978,observe,9,10
950271410,1978,newspaper,1,10
950271551,1978,ship,0,10
950271551,1978,observe,8,10
950271551,1978,newspaper,2,10
950272368,1978,ship,0,10
950272368,1978,observe,9,10
950272368,1978,newspaper,1,10
950273272,1978,ship,0,10
950273272,1978,observe,0,10
950273272,1978,newspaper,10,10
950273823,1978,ship,0,10
950273823,1978,observe,9,10
950273823,1978,newspaper,1,10
950273931,1978,ship,0,10
950273931,1978,observe,10,10
950273931,1978,newspaper,0,10
950275772,1978,ship,0,10
950275772,1978,observe,9,10
950275772,1978,newspaper,1,10
950276002,1978,ship,0,9
950276002,1978,observe,9,9
950276002,1978,newspaper,0,9
950276032,1978,ship,0,9
950276032,1978,observe,8,9
950276032,1978,newspaper,1,9
950276327,1978,ship,3,18
950276327,1978,observe,5,18
950276327,1978,newspaper,8,18
950276677,1978,ship,1,9
950276677,1978,observe,0,9
950276677,1978,newspaper,8,9
950276879,1978,ship,0,9
950276879,1978,observe,9,9
950276879,1978,newspaper,0,9
950278875,1978,ship,0,10
950278875,1978,observe,9,10
950278875,1978,newspaper,1,10
950278893,1978,ship,0,10
950278893,1978,observe,10,10
950278893,1978,newspaper,0,10
950278981,1978,ship,0,10
950278981,1978,observe,9,10
950278981,1978,newspaper,0,10
950279524,1978,ship,0,9
950279524,1978,observe,9,9
950279524,1978,newspaper,0,9
950280303,1978,ship,0,9
950280303,1978,observe,8,9
950280303,1978,newspaper,1,9
950280417,1978,ship,1,10
950280417,1978,observe,1,10
950280417,1978,newspaper,8,10
950280427,1978,ship,0,20
950280427,1978,observe,0,20
950280427,1978,newspaper,20,20
950280523,1978,ship,0,10
950280523,1978,observe,0,10
950280523,1978,newspaper,10,10
950280830,1978,ship,1,10
950280830,1978,observe,0,10
950280830,1978,newspaper,9,10
950281376,1978,ship,0,9
950281376,1978,observe,9,9
950281376,1978,newspaper,0,9
950281509,1978,ship,1,9
950281509,1978,observe,0,9
950281509,1978,newspaper,8,9
950282844,1978,ship,0,9
950282844,1978,observe,8,9
950282844,1978,newspaper,1,9
950283300,1978,ship,0,9
950283300,1978,observe,0,9
950283300,1978,newspaper,9,9
950283822,1978,ship,0,10
950283822,1978,observe,9,10
950283822,1978,newspaper,1,10
950283980,1978,ship,0,10
950283980,1978,observe,10,10
950283980,1978,newspaper,0,10
950287105,1978,ship,0,29
950287105,1978,observe,28,29
950287105,1978,newspaper,1,29
950287120,1978,ship,0,10
950287120,1978,observe,9,10
950287120,1978,newspaper,1,10
950287611,1978,ship,1,9
950287611,1978,observe,0,9
950287611,1978,newspaper,8,9
950287965,1978,ship,0,9
950287965,1978,observe,9,9
950287965,1978,newspaper,0,9
950289246,1978,ship,0,9
950289246,1978,observe,0,9
950289246,1978,newspaper,9,9
950289820,1978,ship,2,9
950289820,1978,observe,0,9
950289820,1978,newspaper,7,9
950289944,1978,ship,1,10
950289944,1978,observe,1,10
950289944,1978,newspaper,2,10
950290397,1978,ship,1,18
950290397,1978,observe,0,18
950290397,1978,newspaper,17,18
950290729,1978,ship,0,9
950290729,1978,observe,9,9
950290729,1978,newspaper,0,9
950291592,1978,ship,0,10
950291592,1978,observe,0,10
950291592,1978,newspaper,10,10
950292301,1978,ship,0,10
950292301,1978,observe,9,10
950292301,1978,newspaper,0,10
950293831,1978,ship,0,9
950293831,1978,observe,9,9
950293831,1978,newspaper,0,9
950294357,1978,ship,0,10
950294357,1978,observe,10,10
950294357,1978,newspaper,0,10
950294738,1978,ship,1,9
950294738,1978,observe,6,9
950294738,1978,newspaper,1,9
950294795,1978,ship,0,9
950294795,1978,observe,9,9
950294795,1978,newspaper,0,9
950295135,1978,ship,0,10
950295135,1978,observe,10,10
950295135,1978,newspaper,0,10
950295210,1978,ship,0,19
950295210,1978,observe,17,19
950295210,1978,newspaper,2,19
950296420,1978,ship,1,18
950296420,1978,observe,2,18
950296420,1978,newspaper,15,18
950296441,1978,ship,1,9
950296441,1978,observe,0,9
950296441,1978,newspaper,8,9
950296486,1978,ship,7,28
950296486,1978,observe,2,28
950296486,1978,newspaper,17,28
950296489,1978,ship,0,9
950296489,1978,observe,5,9
950296489,1978,newspaper,2,9
950296518,1978,ship,1,9
950296518,1978,observe,7,9
950296518,1978,newspaper,1,9
950296606,1978,ship,0,20
950296606,1978,observe,2,20
950296606,1978,newspaper,18,20
950296909,1978,ship,0,10
950296909,1978,observe,0,10
950296909,1978,newspaper,10,10
950296966,1978,ship,0,9
950296966,1978,observe,9,9
