"","language","measure","uni_lemma","age","num_true","num_false","prop","lexical_class","category","definition","words","num_phons","MLU","frequency","valence","arousal","iconicity","babiness","concreteness"
"538","Danish","produces","hug",24,70,146,0.324074074074074,"verbs","action_words","kramme","kramme",5,NA,-10.9098200650849,8.23,4.85,19.8857142857143,7.7,4.14
"539","Danish","produces","hungry",24,91,125,0.421296296296296,"adjectives","descriptive_words","sulten","sulten",6,NA,-10.5043549569768,3.54,5.6,13.3684210526316,6.166666667,2.9
"540","Danish","produces","hurry",24,38,178,0.175925925925926,"verbs","action_words","skynde sig","skynde sig",8,NA,NA,4.32,5.62,14.6666666666667,2.727272727,2.63
"541","Danish","produces","hurt (description)",24,129,87,0.597222222222222,"adjectives","descriptive_words","(gør) ondt","(gør) ondt",3,NA,NA,2.45,4.72,11.3684210526316,3.3,3.61
"542","Danish","produces","i",24,64,152,0.296296296296296,"function_words","pronouns","jeg","jeg",3,6.61127596439,-3.58533008573641,NA,NA,24.9736842105263,2.235294118,3.93
"543","Danish","produces","ice cream",24,198,18,0.916666666666667,"nouns","food_drink","is","is",2,6.5,-9.20507197284652,6.85,3.95,NA,NA,5
"544","Danish","produces","in",24,126,90,0.583333333333333,"function_words","locations","i","i, ind, inde",2,7.90333024977069,-3.92371581969183,NA,NA,19.4761904761905,3.083333333,3
"545","Danish","produces","in",24,126,90,0.583333333333333,"function_words","locations","ind","i, ind, inde",2,7.90333024977069,-3.92371581969183,NA,NA,19.4761904761905,3.083333333,3
"546","Danish","produces","in",24,126,90,0.583333333333333,"function_words","locations","inde","i, ind, inde",2,7.90333024977069,-3.92371581969183,NA,NA,19.4761904761905,3.083333333,3
"547","Danish","produces","inside",24,31,185,0.143518518518519,"function_words","locations","inden i","inden i",5,NA,NA,NA,NA,19.4102564102564,2.5,3.67
"548","Danish","produces","it",24,122,94,0.564814814814815,"function_words","pronouns","den","den",3,5.89776620529437,-2.70761162864849,NA,NA,12.6410256410256,2.230769231,2.81
"549","Danish","produces","it",24,122,94,0.564814814814815,"function_words","quantifiers","den","den",3,5.89776620529437,-2.70761162864849,NA,NA,12.6410256410256,2.230769231,2.81
"550","Danish","produces","jacket",24,162,54,0.75,"nouns","clothing","jakke","jakke",4,6.6250000000025,-8.76975390158867,5.86,3.35,5.87179487179487,4,4.86
"551","Danish","produces","juice",24,160,56,0.740740740740741,"nouns","food_drink","juice","juice",4,5.32258064516194,-8.13723134284516,6.9,4.6,12.8,6.75,4.89
"552","Danish","produces","jump",24,161,55,0.74537037037037,"verbs","action_words","hoppe","hoppe",4,3.40310077519248,-6.7354327951893,6.44,5.14,21.4090909090909,3.6,4.52
"553","Danish","produces","keys",24,144,72,0.666666666666667,"nouns","household","nøgler","nøgler",5,4.9166666666675,-9.03801788818335,6.22,3.9,17.3809523809524,3.363636364,4.89
"554","Danish","produces","kick",24,72,144,0.333333333333333,"verbs","action_words","sparke","sparke",5,4.68421052631526,-7.54252423509847,4.55,5.1,17.0454545454545,5.928571429,4.33
"555","Danish","produces","kiss",24,119,97,0.550925925925926,"verbs","action_words","kysse","kysse",4,4.33333333333333,-7.54252423509847,7.78,6.05,16.2222222222222,6.466666667,4.48
"556","Danish","produces","kitchen",24,91,125,0.421296296296296,"nouns","furniture_rooms","køkken","køkken",5,6.45454545454545,-9.11806059585689,6.17,3.52,15.3695652173913,4.166666667,4.97
"557","Danish","produces","kitty",24,45,171,0.208333333333333,"nouns","animals","killing","killing",5,NA,-10.9098200650849,7.58,3.19,22.2619047619048,4.1,4.97
"558","Danish","produces","knee",24,91,125,0.421296296296296,"nouns","body_parts","knæ","knæ",3,NA,NA,4.7,4.25,10.7105263157895,2.909090909,5
"559","Danish","produces","lady",24,110,106,0.509259259259259,"other","people","dame","dame",4,5.78787878787758,-8.07660672102873,6.91,4.05,12.8,4.076923077,4.33
"560","Danish","produces","lamb",24,86,130,0.398148148148148,"nouns","animals","lam","lam",3,4.6,-8.83037852340511,6.3,3.32,8.32352941176471,5,4.97
"561","Danish","produces","lamp",24,90,126,0.416666666666667,"nouns","household","lampe","lampe",5,NA,-9.65705709658957,5.74,2.71,9,2.384615385,4.97
"562","Danish","produces","later",24,23,193,0.106481481481481,"other","time_words","senere","senere",5,NA,-9.52352570396505,NA,NA,18.7,1.909090909,1.8
"563","Danish","produces","leg",24,175,41,0.810185185185185,"nouns","body_parts","ben","ben",3,6.10256410256462,-7.23351939317787,6.22,2.75,15.4107142857143,3.3,4.83
"564","Danish","produces","light (object)",24,157,59,0.726851851851852,"nouns","household","lys","lys",3,5.87179487179308,-7.23351939317787,6.55,3.52,18.5862068965517,3.7,4.21
"565","Danish","produces","lion",24,123,93,0.569444444444444,"nouns","animals","løve","løve",4,4.68888888888978,-7.77432584915579,5.84,5.29,14.2682926829268,2.25,4.96
"566","Danish","produces","little (description)",24,94,122,0.435185185185185,"adjectives","descriptive_words","lille","lille",4,6.43412526998,-5.46308269341863,5.76,3.43,11.0666666666667,7.5,3.67
"567","Danish","produces","living room",24,106,110,0.490740740740741,"nouns","furniture_rooms","stue","stue",4,NA,NA,5.55,3.1,6.61538461538461,4.6,4.7
"568","Danish","produces","look",24,56,160,0.259259259259259,"verbs","action_words","kigge","kigge",4,6.76271186440776,-5.91260779132083,5.95,3.76,15.5882352941176,3.25,2.96
"569","Danish","produces","love",24,46,170,0.212962962962963,"verbs","action_words","elske","elske",5,NA,-10.9098200650849,8,5.36,13.7368421052632,8.333333333,2.07
"570","Danish","produces","lunch",24,39,177,0.180555555555556,"other","games_routines","frokost","frokost",7,NA,-10.9098200650849,6.64,3.57,12.3783783783784,4.7,4.31
"571","Danish","produces","man",24,144,72,0.666666666666667,"other","people","mand","mand",3,6.84810126582418,-7.22094061097101,5.42,4.36,9.63414634146342,3,4.79
"572","Danish","produces","me",24,125,91,0.578703703703704,"function_words","pronouns","mig","mig",3,6.85280373832,-5.54151032671687,NA,NA,32.9318181818182,2.2,4.33
"573","Danish","produces","meat",24,111,105,0.513888888888889,"nouns","food_drink","kød","kød",3,NA,-10.9098200650849,6.62,4.3,15.0833333333333,2.416666667,4.9
"574","Danish","produces","medicine",24,23,193,0.106481481481481,"nouns","household","medicin","medicin",7,NA,NA,5.9,4,12.8048780487805,3.272727273,4.79
"575","Danish","produces","meow",24,188,28,0.87037037037037,"other","sounds","mjav","mjav",4,NA,-10.5043549569768,6.14,3.42,14.7714285714286,1.818181818,3.92
"576","Danish","produces","milk",24,185,31,0.856481481481482,"nouns","food_drink","mælk","mælk",4,5.07692307692308,-7.63267533209277,6.74,2.33,11.7368421052632,9.125,4.92
"577","Danish","produces","mine",24,149,67,0.689814814814815,"function_words","pronouns","min/mit/mine","min/mit/mine",3.33333333333333,6.21019108280242,-6.54037221261792,NA,NA,7.73684210526316,3.181818182,3.56
"578","Danish","produces","mommy",24,207,9,0.958333333333333,"other","people","mor","mor",3,6.25510204081857,-5.62915763377563,7.39,3.7,26.8157894736842,8.454545455,4.07
"579","Danish","produces","money",24,99,117,0.458333333333333,"nouns","household","penge","penge",4,7.02173913043739,-7.75281964393483,7.1,6.86,11.8387096774194,4.8,4.54
"580","Danish","produces","monkey",24,145,71,0.671296296296296,"nouns","animals","abe","abe",3,4.5,-8.46747302971574,5.82,5.15,7.31428571428571,2.230769231,4.9
"581","Danish","produces","moo",24,195,21,0.902777777777778,"other","sounds","muh","muh",2,2.60869565217,-8.42491341529694,5.48,3.95,19.2619047619048,4.076923077,3.4
"582","Danish","produces","moon",24,123,93,0.569444444444444,"nouns","outside","måne","måne",4,5.27272727272545,-9.11806059585689,7,3.43,14.4411764705882,2.666666667,4.9
"583","Danish","produces","more",24,108,108,0.5,"function_words","quantifiers","mere","mere",3,6.11709601873717,-5.54384405006309,6.39,2.9,20.7291666666667,3.1875,2.37
"584","Danish","produces","morning",24,98,118,0.453703703703704,"other","time_words","morgen","morgen",5,8.39130434782826,-8.42491341529694,6.41,3.95,14.8139534883721,3.583333333,3.44
"585","Danish","produces","motorcycle",24,103,113,0.476851851851852,"nouns","vehicles","motorcykel","motorcykel",9,NA,-9.30038215265084,5.8,5.8,NA,NA,4.97
"586","Danish","produces","mouse",24,143,73,0.662037037037037,"nouns","animals","mus","mus",3,4.60180995474923,-6.20028986377261,4.8,3.38,14.45,1.818181818,4.83
"587","Danish","produces","mouth",24,170,46,0.787037037037037,"nouns","body_parts","mund","mund",3,6.63235294117765,-7.36886074104763,5.59,4.14,16.3409090909091,4.153846154,4.74
"588","Danish","produces","nap",24,58,158,0.268518518518519,"other","games_routines","sove til middag","sove til middag",11,NA,NA,6.53,4.14,16.8421052631579,8.5,4.03
"589","Danish","produces","naughty",24,18,198,0.0833333333333333,"adjectives","descriptive_words","slem","slem",4,5.3599999999992,-8.34487070762341,6.04,6.95,8.5,5.5,2.04
"590","Danish","produces","necklace",24,59,157,0.273148148148148,"nouns","clothing","halskæde","halskæde",8,NA,-10.9098200650849,6.85,3.52,15.03125,2.636363636,4.96
"591","Danish","produces","nice",24,32,184,0.148148148148148,"adjectives","descriptive_words","pæn","pæn",3,NA,-9.81120777641683,6.95,3.53,10.675,5.875,2.18
"592","Danish","produces","night",24,74,142,0.342592592592593,"other","time_words","nat","nat",3,NA,-10.216672884525,6.68,3.57,13.1212121212121,3.8,4.52
"593","Danish","produces","no",24,209,7,0.967592592592593,"other","games_routines","nej","nej",3,3.62221189591,-3.92834974828052,2.84,4.9,29.4489795918367,5.307692308,2.45
"594","Danish","produces","none",24,24,192,0.111111111111111,"function_words","quantifiers","ingen","ingen",4,6.3125,-7.42857997574925,NA,NA,13.4,1.285714286,2.59
"595","Danish","produces","nose",24,168,48,0.777777777777778,"nouns","body_parts","næse","næse",4,5.67045454545205,-7.11433087591275,5.5,3.1,21.7441860465116,5.833333333,4.89
"596","Danish","produces","not",24,95,121,0.439814814814815,"function_words","quantifiers","ikke","ikke",3,6.621007371006,-3.109042681168,NA,NA,16.4,1.916666667,2.08
"597","Danish","produces","nothing",24,5,211,0.0231481481481481,"function_words","quantifiers","intet","intet",5,NA,-10.9098200650849,NA,NA,NA,NA,2.21
"598","Danish","produces","now",24,114,102,0.527777777777778,"other","time_words","nu","nu",2,6.21700879765,-4.16106051759326,NA,NA,10.725,2.666666667,1.48
"599","Danish","produces","off",24,39,177,0.180555555555556,"function_words","locations","af","af",1,8.00129198966,-4.95010421629154,NA,NA,16.1818181818182,1.8,2.79
"600","Danish","produces","old",24,42,174,0.194444444444444,"adjectives","descriptive_words","gammel","gammel",5,5.9,-8.55844480792146,3.19,4.48,8.68421052631579,1.454545455,2.72
"601","Danish","produces","on",24,114,102,0.527777777777778,"function_words","locations","på","på",2,7.08530120482,-3.96476900135911,NA,NA,14.2702702702703,2,3.25
"602","Danish","produces","open (action)",24,94,122,0.435185185185185,"verbs","action_words","åbne","åbne",4,5.45161290322581,-7.45983251925335,6.14,4.43,21.03125,2.789473684,3.21
"603","Danish","produces","orange (food)",24,134,82,0.62037037037037,"nouns","food_drink","appelsin","appelsin",7,NA,-9.40574266830867,6.81,4.04,NA,NA,4.66
"604","Danish","produces","ouch",24,209,7,0.967592592592593,"other","sounds","av","av",2,2.26851851852,-6.91161936341574,2.45,4.72,16.2857142857143,5.25,2.76
"605","Danish","produces","out",24,148,68,0.685185185185185,"function_words","locations","ud","ud",2,8.16156462585,-5.2245410619933,NA,NA,15.7894736842105,1.785714286,2.73
"606","Danish","produces","out of",24,111,105,0.513888888888889,"function_words","locations","ude","ude",3,7.05042016807,-6.81547550286284,NA,NA,NA,NA,2.73
"607","Danish","produces","outside",24,97,119,0.449074074074074,"other","places","udenfor","udenfor",6,4.63636363636,-9.11806059585689,6.91,3.94,NA,NA,4.25
"608","Danish","produces","oven",24,76,140,0.351851851851852,"nouns","furniture_rooms","ovn","ovn",3,NA,-9.52352570396505,6.16,2.95,14.843137254902,1.3,4.97
"609","Danish","produces","owie",24,41,175,0.189814814814815,"nouns","body_parts","sår","sår",2,NA,NA,2.45,4.72,20.2954545454545,7.5,3.61
"610","Danish","produces","owl",24,89,127,0.412037037037037,"nouns","animals","ugle","ugle",3,5.13043478260696,-8.42491341529694,6.3,3.57,12.3055555555556,2.416666667,4.93
"611","Danish","produces","pacifier",24,198,18,0.916666666666667,"nouns","clothing","sut","sut",3,6.619999999998,-7.67114161292056,5.52,3.2,NA,NA,4.61
"612","Danish","produces","pajamas",24,124,92,0.574074074074074,"nouns","clothing","nattøj","nattøj",6,NA,NA,6.86,4.37,6.61702127659574,6.4,4.73
"613","Danish","produces","pants",24,164,52,0.759259259259259,"nouns","clothing","bukser","bukser",5,5.90740740740889,-7.59563406041242,5.62,3.8,9.86111111111111,3.428571429,4.86
"614","Danish","produces","paper",24,121,95,0.560185185185185,"nouns","household","papir","papir",5,7.2881355932217,-7.50862268342279,5.42,3.52,6.96969696969697,2.833333333,4.93
"615","Danish","produces","park",24,12,204,0.0555555555555556,"other","places","park","park",3,NA,-10.9098200650849,7,2.7,6.08108108108108,5.142857143,4.74
"616","Danish","produces","party",24,42,174,0.194444444444444,"other","places","fest","fest",4,NA,-10.216672884525,7.18,6.08,16.4848484848485,5.833333333,3.89
"617","Danish","produces","pasta",24,116,100,0.537037037037037,"nouns","food_drink","spaghetti","pasta, spaghetti",6,NA,-10.9098200650849,7.08,3.97,NA,NA,4.86
"618","Danish","produces","pasta",24,116,100,0.537037037037037,"nouns","food_drink","pasta","pasta, spaghetti",6,NA,-10.9098200650849,7.08,3.97,NA,NA,4.86
"619","Danish","produces","pattycake",24,112,104,0.518518518518518,"other","games_routines","klappe kage","klappe kage",9,NA,NA,6.79,5.05,NA,NA,4.5
"620","Danish","produces","peas",24,79,137,0.365740740740741,"nouns","food_drink","ærter","ærter",4,NA,-9.65705709658957,6.1,2.95,8.51282051282051,6,4.9
"621","Danish","produces","peekaboo",24,153,63,0.708333333333333,"other","games_routines","borte tit/titte bøh","borte tit/titte bøh",6.5,NA,NA,6.28,3.84,18.6086956521739,8.545454545,3.23
"622","Danish","produces","pen/pencil",24,50,166,0.231481481481481,"nouns","toys","blyant","blyant",6,NA,-9.99352933321079,5.64,2.93,NA,NA,4.9
"623","Danish","produces","penguin",24,67,149,0.310185185185185,"nouns","animals","pingvin","pingvin",6,NA,NA,6.65,4,5.81081081081081,1.3,5
"624","Danish","produces","penny",24,4,212,0.0185185185185185,"nouns","household","småpenge","småpenge",7,NA,NA,6.29,5.55,10.4893617021277,1,4.83
"625","Danish","produces","people",24,11,205,0.0509259259259259,"other","people","menneske","menneske",7,8.74074074074148,-8.27076273546968,5.7,3.77,19.8181818181818,3.923076923,4.82
"626","Danish","produces","person",24,7,209,0.0324074074074074,"other","people","person","person",6,NA,NA,6.1,3.71,11.40625,6,4.72
"627","Danish","produces","picture",24,107,109,0.49537037037037,"nouns","household","billede","billede",6,7.68852459016508,-7.4758328605998,6.73,3.29,15.1162790697674,5.3,4.52
"628","Danish","produces","pig",24,157,59,0.726851851851852,"nouns","animals","gris","gris",4,4.77976190475958,-6.47306853072181,4.83,3.68,14.4722222222222,1.416666667,5
"629","Danish","produces","pillow",24,142,74,0.657407407407407,"nouns","household","pude","pude",4,6.64285714285786,-8.89491704454268,7,2.9,19.9,3.888888889,5
"630","Danish","produces","pizza",24,123,93,0.569444444444444,"nouns","food_drink","pizza","pizza",5,NA,NA,7.89,4.58,8.13157894736842,1.909090909,5
"631","Danish","produces","plant",24,31,185,0.143518518518519,"nouns","household","plante","plante",6,NA,-9.81120777641683,7.05,3.94,11,2.2,4.76
"632","Danish","produces","plate",24,121,95,0.560185185185185,"nouns","household","tallerken","tallerken",8,NA,-9.81120777641683,4.8,3.18,17.4878048780488,3.1,4.77
"633","Danish","produces","play",24,160,56,0.740740740740741,"verbs","action_words","lege","lege",3,7.80487804878144,-5.68946424000662,7.55,3.81,22.7872340425532,8.909090909,3.24
"634","Danish","produces","play pen",24,16,200,0.0740740740740741,"nouns","furniture_rooms","kravlegård","kravlegård",8,NA,NA,5.95,2.65,NA,NA,4.76
"635","Danish","produces","pony",24,22,194,0.101851851851852,"nouns","animals","pony","pony",4,NA,-10.5043549569768,6.71,4.29,14.8292682926829,3,4.9
"636","Danish","produces","pool",24,30,186,0.138888888888889,"other","places","svømmehal","svømmehal",8,NA,NA,6.78,3.65,12.90625,1.666666667,4.77
"637","Danish","produces","potty",24,87,129,0.402777777777778,"nouns","furniture_rooms","potte","potte",4,7.25,-8.55844480792146,4.29,2.83,13.1794871794872,6.909090909,4.12
"638","Danish","produces","pretty",24,10,206,0.0462962962962963,"adjectives","descriptive_words","køn","køn",3,NA,NA,7.7,5.5,16.6388888888889,5.6875,2.4
"639","Danish","produces","pull",24,21,195,0.0972222222222222,"verbs","action_words","trække","trække",5,6.34597156398147,-6.24638097097287,5.59,4.1,11.4166666666667,3.105263158,3.97
"640","Danish","produces","puppy",24,25,191,0.115740740740741,"nouns","animals","hvalp","hvalp",4,NA,-10.5043549569768,7.85,5.84,13.2972972972973,4.25,4.78
"641","Danish","produces","purse",24,52,164,0.240740740740741,"nouns","household","pung","pung",3,NA,NA,5.95,3.21,10.4117647058824,1.4,4.9
"642","Danish","produces","push",24,51,165,0.236111111111111,"verbs","action_words","skubbe","skubbe",5,4.68085106382734,-7.04909035404435,5.39,4.4,20.5,4.142857143,4.21
"643","Danish","produces","put",24,86,130,0.398148148148148,"verbs","action_words","putte","putte, sætte",4,6.84480234260609,-5.07500932802234,5.09,3.86,13.7894736842105,1.3,2.5
"644","Danish","produces","put",24,86,130,0.398148148148148,"verbs","action_words","sætte","putte, sætte",4,6.84480234260609,-5.07500932802234,5.09,3.86,13.7894736842105,1.3,2.5
"645","Danish","produces","quack quack",24,190,26,0.87962962962963,"other","sounds","rap","rap",3,2.7500000000035,-8.55844480792146,6.11,4,20,2.5,3.93
"646","Danish","produces","radio",24,36,180,0.166666666666667,"nouns","household","radio","radio",5,3.50000000000083,-9.03801788818335,6,3.84,14.0810810810811,1.8,4.74
"647","Danish","produces","rain",24,118,98,0.546296296296296,"nouns","outside","regn","regn",4,7.13333333333533,-8.83037852340511,6.58,3.29,14.3888888888889,2.166666667,4.97
"648","Danish","produces","raisin",24,162,54,0.75,"nouns","food_drink","rosiner","rosiner",6,NA,-10.9098200650849,6.05,3.65,4.31707317073171,2.4,4.97
"649","Danish","produces","read",24,127,89,0.587962962962963,"verbs","action_words","læse","læse",4,6.87999999999973,-6.1824322463726,6.73,3.7,8.16129032258065,4.636363636,3.56
"650","Danish","produces","red",24,89,127,0.412037037037037,"adjectives","descriptive_words","rød","rød",3,5.40559440559776,-6.63315394606889,5.67,5.02,13.8181818181818,2,4.24
"651","Danish","produces","refrigerator",24,77,139,0.356481481481481,"nouns","furniture_rooms","køleskab","køleskab",8,3.800000000002,-8.83037852340511,5.76,3.25,10.6756756756757,2.352941176,5
"652","Danish","produces","ride",24,51,165,0.236111111111111,"verbs","action_words","ride","ride",4,6.55555555555167,-8.65852826647845,6.27,5.1,9.19047619047619,2.7,3.75
"653","Danish","produces","rock (object)",24,136,80,0.62962962962963,"nouns","outside","sten","sten",4,NA,-9.52352570396505,5.72,3.14,22.972972972973,3.368421053,4.91
"654","Danish","produces","rocking chair",24,17,199,0.0787037037037037,"nouns","furniture_rooms","gyngestol","gyngestol",8,NA,-10.9098200650849,5.89,2.86,NA,NA,4.93
"655","Danish","produces","run",24,131,85,0.606481481481482,"verbs","action_words","løbe","løbe",4,7.2399999999998,-6.98784672880363,6.41,5.24,13.5151515151515,2,4.31
"656","Danish","produces","same",24,26,190,0.12037037037037,"function_words","quantifiers","samme","samme",4,7.30769230768911,-6.0895384994799,5.86,3.43,10.4242424242424,2.25,2.64
"657","Danish","produces","say",24,59,157,0.273148148148148,"verbs","action_words","sige","sige",3,5.95860566448815,-4.7796811232892,5.91,4.43,17.0967741935484,3.9,2.58
"658","Danish","produces","scared",24,114,102,0.527777777777778,"adjectives","descriptive_words","bange","bange",4,6.39583333333542,-7.71114694753426,2.8,6.1,13.8918918918919,4.947368421,2.5
"659","Danish","produces","school",24,86,130,0.398148148148148,"other","places","skole","skole",5,6.3,-9.20507197284652,5.41,4.57,12.1891891891892,3.785714286,4.79
"660","Danish","produces","scissors",24,98,118,0.453703703703704,"nouns","household","saks","saks",4,NA,-10.5043549569768,5.03,4.02,14.4102564102564,1.2,4.85
"661","Danish","produces","see",24,173,43,0.800925925925926,"verbs","action_words","se","se",2,5.3165374677,-3.56477806567168,6.27,3.9,23.0243902439024,5.181818182,3.21
"662","Danish","produces","sheep",24,137,79,0.634259259259259,"nouns","animals","får","får",2,7.70056497175582,-6.4211836953528,5.32,2.95,15,3.4,4.9
"663","Danish","produces","shh",24,172,44,0.796296296296296,"other","games_routines","shh","shh",1,NA,-10.9098200650849,6.47,1.95,21.9487179487179,7.454545455,3.9
"664","Danish","produces","shirt",24,115,101,0.532407407407407,"nouns","clothing","bluse","bluse",5,6.6,-8.83037852340511,5.56,2.3,10.7948717948718,5,4.94
"665","Danish","produces","shoe",24,194,22,0.898148148148148,"nouns","clothing","sko","sko",3,6.13636363636,-7.79630475587457,5.78,2.4,12.7692307692308,4.153846154,4.97
"666","Danish","produces","shorts",24,56,160,0.259259259259259,"nouns","clothing","shorts","shorts",4,NA,NA,5.95,4.23,7,3.6,4.82
"667","Danish","produces","shovel",24,118,98,0.546296296296296,"nouns","outside","skovl","skovl",5,5.53333333333133,-8.83037852340511,4.8,3.5,23.15,2,4.97
"668","Danish","produces","show",24,28,188,0.12962962962963,"verbs","action_words","vise","vise",4,7.15865384615476,-6.26063299368008,5.91,4.1,8.97222222222222,3.307692308,3.97
"669","Danish","produces","sick",24,61,155,0.282407407407407,"adjectives","descriptive_words","syg","syg",2,6.066666666664,-8.83037852340511,2.29,4.67,16.741935483871,5.6,2.97
"670","Danish","produces","sing",24,122,94,0.564814814814815,"verbs","action_words","synge","synge",4,6.46250000000038,-7.20851809097245,7.5,4.1,24.952380952381,6.1875,4.34
"671","Danish","produces","sink",24,44,172,0.203703703703704,"nouns","furniture_rooms","vask","vask",4,6.59259259259555,-7.59563406041242,4.62,3.7,12.2702702702703,3.166666667,4.74
"672","Danish","produces","sister",24,48,168,0.222222222222222,"other","people","søster","søster",5,NA,-10.5043549569768,7,3.86,9.92105263157895,7.1,4
"673","Danish","produces","sky",24,52,164,0.240740740740741,"nouns","outside","himmel","himmel",5,NA,-9.40574266830867,7.32,2.74,11.3888888888889,2.416666667,4.45
"674","Danish","produces","sled",24,38,178,0.175925925925926,"nouns","outside","slæde","kælk, slæde",4.5,NA,-9.81120777641683,6.35,3.25,16.7954545454545,1.545454545,5
"675","Danish","produces","sled",24,38,178,0.175925925925926,"nouns","outside","kælk","kælk, slæde",4.5,NA,-9.81120777641683,6.35,3.25,16.7954545454545,1.545454545,5
"676","Danish","produces","sled",24,38,178,0.175925925925926,"nouns","vehicles","kælk","kælk, slæde",4.5,NA,-9.81120777641683,6.35,3.25,16.7954545454545,1.545454545,5
"677","Danish","produces","sleep",24,180,36,0.833333333333333,"verbs","action_words","sove","sove",4,5.37575757575873,-6.49097945728834,7.22,3.6,16.2285714285714,7.727272727,4.44
"678","Danish","produces","sleepy",24,43,173,0.199074074074074,"adjectives","descriptive_words","søvnig","søvnig",5,NA,-9.65705709658957,4.36,3.04,16.1944444444444,6.7,2.77
"679","Danish","produces","smile",24,35,181,0.162037037037037,"verbs","action_words","smile","smile",5,NA,-10.5043549569768,7.89,4.62,22.5588235294118,5.636363636,4.5
"680","Danish","produces","snow",24,95,121,0.439814814814815,"nouns","outside","sne","sne",3,NA,-9.81120777641683,6.78,4.57,16.5526315789474,1.444444444,4.85
"681","Danish","produces","soap",24,109,107,0.50462962962963,"nouns","household","sæbe","sæbe",4,NA,-9.81120777641683,7.1,2.62,12.4736842105263,4.9,4.93
"682","Danish","produces","sock",24,165,51,0.763888888888889,"nouns","clothing","sokker","sokker, strømper",5.5,6.42857142857048,-8.51192479228657,4.43,3.09,13.7954545454545,4.6,4.91
"683","Danish","produces","sock",24,165,51,0.763888888888889,"nouns","clothing","strømper","sokker, strømper",5.5,6.42857142857048,-8.51192479228657,4.43,3.09,13.7954545454545,4.6,4.91
"684","Danish","produces","soft",24,53,163,0.24537037037037,"adjectives","descriptive_words","blød","blød",4,7.84615384615385,-8.96390991602963,7.13,3.04,13.5238095238095,7.4375,3.88
"685","Danish","produces","some",24,27,189,0.125,"function_words","quantifiers","noget","nogen/nogle, noget",4,7.27805978567332,-4.12197508277536,NA,NA,10.4,1.6,2.48
"686","Danish","produces","some",24,27,189,0.125,"function_words","quantifiers","nogen/nogle","nogen/nogle, noget",4,7.27805978567332,-4.12197508277536,NA,NA,10.4,1.6,2.48
"687","Danish","produces","splash",24,77,139,0.356481481481481,"verbs","action_words","plaske","plaske",6,NA,-9.99352933321079,6.53,4.8,16.4117647058824,3.0625,4.19
"688","Danish","produces","spoon",24,171,45,0.791666666666667,"nouns","household","ske","ske",3,NA,-9.81120777641683,5.9,3.79,12.2903225806452,6.9,4.96
"689","Danish","produces","squirrel",24,53,163,0.24537037037037,"nouns","animals","egern","egern",5,5.18309859155155,-7.32630112662883,5.71,4.48,9.78571428571429,1.5,4.89
"690","Danish","produces","stairs",24,99,117,0.458333333333333,"nouns","furniture_rooms","trapper","trapper",5,5.4,-8.34487070762341,5.48,3.59,14.6923076923077,2.090909091,5
"691","Danish","produces","star",24,80,136,0.37037037037037,"nouns","outside","stjerne","stjerne",7,NA,-9.99352933321079,7.47,5.5,17.6969696969697,3.636363636,4.69
"692","Danish","produces","stop",24,13,203,0.0601851851851852,"verbs","action_words","standse","standse",6,NA,-10.216672884525,4.73,4.14,15.59375,2.777777778,3.68
"693","Danish","produces","store",24,46,170,0.212962962962963,"other","places","butik","butik",5,NA,NA,5.94,3.43,9.5531914893617,3.75,4.5
"694","Danish","produces","stove",24,49,167,0.226851851851852,"nouns","furniture_rooms","komfur","komfur",6,4,-8.96390991602963,5.63,3.82,10.0294117647059,1.1,4.96
"695","Danish","produces","stroller",24,146,70,0.675925925925926,"nouns","vehicles","barnevogn","barnevogn, klapvogn",8,5.133333333332,-8.83037852340511,5.75,3.22,18.3809523809524,8.538461538,4.96
"696","Danish","produces","stroller",24,146,70,0.675925925925926,"nouns","vehicles","klapvogn","barnevogn, klapvogn",8,5.133333333332,-8.83037852340511,5.75,3.22,18.3809523809524,8.538461538,4.96
"697","Danish","produces","sun",24,142,74,0.657407407407407,"nouns","outside","sol","sol",3,6.72727272727273,-9.11806059585689,6.92,4.64,23.475,2.588235294,4.83
"698","Danish","produces","sweater",24,120,96,0.555555555555556,"nouns","clothing","sweater","sweater, trøje",5,4.799999999999,-9.20507197284652,6.19,2.8,7.75757575757576,2.909090909,4.78
"699","Danish","produces","sweater",24,120,96,0.555555555555556,"nouns","clothing","trøje","sweater, trøje",5,4.799999999999,-9.20507197284652,6.19,2.8,7.75757575757576,2.909090909,4.78
"700","Danish","produces","swim",24,68,148,0.314814814814815,"verbs","action_words","svømme","svømme",5,NA,-9.81120777641683,6.71,6.05,15.175,2.5,4.43
"701","Danish","produces","swing (action)",24,169,47,0.782407407407407,"verbs","action_words","gynge (action)","gynge (action)",4,4.91304347826304,-8.42491341529694,6.95,4.1,NA,NA,4.54
"702","Danish","produces","swing (object)",24,162,54,0.75,"nouns","outside","gynge (object)","gynge (object)",4,4.91304347826304,-8.42491341529694,6.95,4.1,NA,NA,4.54
"703","Danish","produces","t-shirt",24,34,182,0.157407407407407,"nouns","clothing","t-shirt","t-shirt",5,NA,NA,6.43,2.23,NA,NA,4.93
"704","Danish","produces","table",24,160,56,0.740740740740741,"nouns","furniture_rooms","bord","bord",3,6.50735294117794,-6.68298631981676,5.49,3,18.7555555555556,3.928571429,4.9
